SMILES,bioclass
Cn1c(-c2ccc3c(c2)OCO3)cc(=O)c2ccccc21,1
COC(=O)Cn1c(C(=O)N(C)C)cc2c1C[C@H]1CN(C(=O)c3ccccc3)[C@@](Cc3ccc(OC)cc3)(C(=O)OC)[C@@H]21,1
O=C(NCC1COc2ccccc2O1)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,1
c1ccc2nc(CC[C@@H]3CCCCN3)ccc2c1,1
CCCOc1ccc(OCCNC2CCCC2)cc1,0
CSc1nc(C)c(CCOC(=O)c2ccccc2)c(O)n1,0
CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,0
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0
Cc1cc2cc(/N=C(/NC(=O)c3cccnc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,1
Cc1cc(C)c(NC(=O)C[S+]([O-])CC(=O)NCCCc2ccccc2)c(C)c1,1
Clc1cc(-c2nc(CSc3nnc(-c4ccncc4)n3C3CC3)no2)ccn1,0
COCCn1c(=O)c(-c2ccccc2)nc2cnc(Nc3cccc(OC)c3)nc21,0
Cn1cccc1C(=O)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
COC(=O)c1cc(Br)c(=O)n(CCc2ccc(O)cc2)c1,1
C/C(=N\NC(=O)c1ccccc1C)c1ccc(NC(=O)c2cccs2)cc1,0
Cn1c(CN2CCOCC2)nnc1SCC(N)=O,0
CCN(CC)c1ccc(NC(=O)c2cnn(CC)c2)cc1,0
CSc1nsc(SC)c1NC(=O)OCc1ccccc1,1
COc1ccc(-c2cc(-c3cc(F)ccc3O)[nH]n2)cc1OC,1
CC(=O)N1CCC2(CCCN(Cc3ccc(C#N)cc3)C2)CC1,0
COCc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCCCCC3)cc2)o1,0
O=C(O)CSCNC(=O)CC12CC3CC(CC(C3)C1)C2,1
Cc1nn(C)c(C(=O)NN=C(S)Nc2ccc(Cl)cc2)c1[N+](=O)[O-],0
CN(Cc1ccccc1)c1nc(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,1
Cc1cccc2c(SCC(=O)NCC3CCCO3)nc(-c3ccc(F)cc3)nc12,0
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(C(=O)NCc5ccc(N(C)C)nc5)cn(C)c34)C[C@@H]2N1C(=O)NCc1ccccc1,1
O=C(c1ccncc1)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,1
c1ccc(-c2nnc(SCCC3OCCCO3)o2)cc1,0
CCCCc1c(O)cc(-c2cccnc2)n(-c2ccc(Cl)cc2)c1=O,1
CCSC[C@@H](N)C(=O)O,0
NS(=O)(=O)c1ccc(NCc2nc3ccccc3[nH]2)cc1,0
CC(C)C[C@H](NCCO)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,0
Cc1cc(C)cc(N(C(=O)c2csnn2)C(C(=O)NC(C)(C)C)c2cccs2)c1,1
COCc1cc(C)nc(OCC(=O)N/N=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)c1C#N,1
Cc1nc(O)c(C(=O)/C=C/c2ccccc2F)c2c1CCCC2,1
COc1ccc(S(=O)(=O)n2nc(C)c3cc(Cl)ccc32)cc1NC1CCN(C)CC1,1
COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1COc1ccc([N+](=O)[O-])cc1,1
Cc1ccccc1-c1nccc(-n2ccnc2)n1,1
Cc1nc2nc(-c3ccc(Cl)cc3)nn2c(C)c1Cl,0
O=C(Nc1ccnc(-c2cccnc2)n1)c1cccc(Cl)c1Cl,1
O=C1C=C2C=C[C@H]3C[C@@]2(O1)[C@H]1CCCCN31,0
